log_key,relative_path,status,size_bytes,start_timestamp_us,end_timestamp_us,duration_s,aligned_rows,topic_count,numeric_channel_count,annotation_classes,anomaly_interval_count,parse_error
2018-12-18/07_58_10,ulg_files/2018-12-18/07_58_10.ulg,usable,4535967,95010843,130718654,35.707811,358,22,99,External Position,1,
2018-12-18/08_03_22,ulg_files/2018-12-18/08_03_22.ulg,usable,3282894,75904459,104315531,28.411072,285,22,99,External Position,1,
2018-12-18/08_03_53,ulg_files/2018-12-18/08_03_53.ulg,usable,8078588,106200297,175080812,68.880515,689,22,93,Normal,0,
2018-12-18/08_12_51,ulg_files/2018-12-18/08_12_51.ulg,usable,7119994,136444207,196098823,59.654616,597,22,94,Normal,0,
2018-12-18/08_18_02,ulg_files/2018-12-18/08_18_02.ulg,usable,57167545,105878380,582162515,476.284135,4763,22,95,Mechanical,1,
2018-12-18/08_34_53,ulg_files/2018-12-18/08_34_53.ulg,usable,52544303,339403811,770151831,430.74802,4308,22,94,Normal,0,
2018-12-18/08_54_02,ulg_files/2018-12-18/08_54_02.ulg,usable,1415975,170675949,181697987,11.022038,111,22,79,Uncategorized,0,
2018-12-18/08_54_19,ulg_files/2018-12-18/08_54_19.ulg,usable,32657372,187024798,456403847,269.379049,2694,22,94,Normal,0,
2018-12-18/09_04_09,ulg_files/2018-12-18/09_04_09.ulg,usable,10561271,133587385,220652166,87.064781,871,22,99,Normal,0,
2018-12-18/09_12_16,ulg_files/2018-12-18/09_12_16.ulg,usable,9017272,231709009,307601891,75.892882,759,22,95,Normal,0,
2018-12-18/09_23_05,ulg_files/2018-12-18/09_23_05.ulg,usable,12128204,52763126,166278199,113.515073,1136,22,93,Normal,0,
2018-12-19/07_49_17,ulg_files/2018-12-19/07_49_17.ulg,usable,9467762,259199428,346752347,87.552919,876,22,93,Normal,0,
2018-12-19/08_06_30,ulg_files/2018-12-19/08_06_30.ulg,usable,22114173,108761608,333373651,224.612043,2247,22,94,Normal,0,
2018-12-19/08_14_47,ulg_files/2018-12-19/08_14_47.ulg,usable,3950948,74044066,106421583,32.377517,324,22,93,Normal,0,
2018-12-19/08_26_15,ulg_files/2018-12-19/08_26_15.ulg,usable,2950419,604730534,628863025,24.132491,242,22,94,Normal,0,
2018-12-19/08_36_16,ulg_files/2018-12-19/08_36_16.ulg,usable,6780877,210360011,263892594,53.532583,536,22,94,Normal,0,
2018-12-19/08_41_40,ulg_files/2018-12-19/08_41_40.ulg,usable,16271305,112545739,242076107,129.530368,1296,22,94,Normal,0,
2018-12-19/08_46_23,ulg_files/2018-12-19/08_46_23.ulg,usable,4279814,95704363,130613963,34.9096,350,22,94,Normal,0,
2018-12-19/08_51_09,ulg_files/2018-12-19/08_51_09.ulg,usable,3209413,179759462,205621065,25.861603,259,22,95,External Position,2,
2018-12-19/08_53_47,ulg_files/2018-12-19/08_53_47.ulg,usable,5251759,59838049,101546119,41.70807,418,22,94,Normal,0,
2018-12-19/09_06_25,ulg_files/2018-12-19/09_06_25.ulg,usable,4714102,59653945,96576977,36.923032,370,22,93,Normal,0,
2018-12-19/09_09_45,ulg_files/2018-12-19/09_09_45.ulg,usable,3535361,45666852,73663727,27.996875,280,22,94,Normal,0,
2018-12-19/09_13_26,ulg_files/2018-12-19/09_13_26.ulg,usable,4393483,66344122,106427036,40.082914,401,22,93,Normal,0,
2018-12-19/09_17_32,ulg_files/2018-12-19/09_17_32.ulg,usable,4981345,48992280,91898558,42.906278,430,22,93,Normal,0,
2018-12-19/09_21_35,ulg_files/2018-12-19/09_21_35.ulg,usable,4429780,78121953,116346632,38.224679,383,22,94,Normal,0,
2018-12-19/09_24_29,ulg_files/2018-12-19/09_24_29.ulg,usable,14737350,51728769,179383569,127.6548,1277,22,92,Normal,0,
2018-12-19/09_28_17,ulg_files/2018-12-19/09_28_17.ulg,usable,3044549,72479479,100926917,28.447438,285,22,94,Normal,0,
2018-12-19/09_29_42,ulg_files/2018-12-19/09_29_42.ulg,usable,2666442,157230549,181270906,24.040357,241,22,94,Uncategorized,0,
2018-12-19/09_31_54,ulg_files/2018-12-19/09_31_54.ulg,usable,2745724,60530483,85309347,24.778864,248,22,94,Normal,0,
2018-12-19/09_33_46,ulg_files/2018-12-19/09_33_46.ulg,usable,4773846,55984012,98000215,42.016203,421,22,94,External Position,1,
2018-12-20/07_21_02,ulg_files/2018-12-20/07_21_02.ulg,usable,4056031,625201906,658735481,33.533575,336,22,93,Normal,0,
2018-12-20/07_25_57,ulg_files/2018-12-20/07_25_57.ulg,usable,4914692,96500123,135614244,39.114121,392,22,94,External Position,1,
2018-12-20/07_28_32,ulg_files/2018-12-20/07_28_32.ulg,usable,5213356,61192954,106992030,45.799076,458,22,95,Normal,0,
2018-12-20/07_31_37,ulg_files/2018-12-20/07_31_37.ulg,usable,3939836,75478701,107439511,31.96081,320,22,94,Normal,0,
2018-12-20/07_34_46,ulg_files/2018-12-20/07_34_46.ulg,usable,6980630,36903927,92300515,55.396588,554,22,93,Normal,0,
2018-12-20/07_38_28,ulg_files/2018-12-20/07_38_28.ulg,usable,5559493,59375823,104482876,45.107053,452,22,94,Normal,0,
2018-12-20/07_44_23,ulg_files/2018-12-20/07_44_23.ulg,usable,5914048,107025370,154680819,47.655449,477,22,99,External Position,1,
2018-12-20/07_47_50,ulg_files/2018-12-20/07_47_50.ulg,usable,15165279,108084142,231511614,123.427472,1235,22,94,Normal,0,
2018-12-20/07_54_50,ulg_files/2018-12-20/07_54_50.ulg,usable,4266982,125440784,159659678,34.218894,343,22,99,External Position,1,
2018-12-20/07_58_46,ulg_files/2018-12-20/07_58_46.ulg,usable,15654906,101964007,231037012,129.073005,1291,22,96,Normal,0,
2018-12-20/08_06_15,ulg_files/2018-12-20/08_06_15.ulg,usable,5562263,99657096,144866311,45.209215,453,22,95,External Position,1,
2018-12-20/08_20_49,ulg_files/2018-12-20/08_20_49.ulg,usable,19754978,58678745,217997947,159.319202,1594,22,95,Normal,0,
2018-12-20/08_31_12,ulg_files/2018-12-20/08_31_12.ulg,usable,3769459,349195888,379927784,30.731896,308,22,94,External Position,1,
2018-12-20/08_46_30,ulg_files/2018-12-20/08_46_30.ulg,usable,3821839,74865961,108137136,33.271175,333,22,99,External Position,2,
2018-12-20/08_52_31,ulg_files/2018-12-20/08_52_31.ulg,usable,10845755,99894720,200266540,100.37182,1004,22,94,Normal,0,
2018-12-20/08_57_35,ulg_files/2018-12-20/08_57_35.ulg,usable,22002917,155358026,352070823,196.712797,1968,22,95,Normal,0,
2018-12-20/09_09_45,ulg_files/2018-12-20/09_09_45.ulg,usable,12484397,79206971,187027598,107.820627,1079,22,94,Normal,0,
2018-12-20/09_15_00,ulg_files/2018-12-20/09_15_00.ulg,usable,12529637,125645117,240227149,114.582032,1146,22,94,Normal,0,
2018-12-20/09_24_00,ulg_files/2018-12-20/09_24_00.ulg,usable,12841936,219590326,334746327,115.156001,1152,22,94,Normal,0,
2018-12-20/09_48_11,ulg_files/2018-12-20/09_48_11.ulg,usable,15838144,43536847,186295381,142.758534,1428,22,92,Normal,0,
2018-12-25/08_44_40,ulg_files/2018-12-25/08_44_40.ulg,usable,16993977,967964718,1109911779,141.947061,1420,22,93,Normal,0,
2018-12-25/08_51_51,ulg_files/2018-12-25/08_51_51.ulg,usable,19165948,210913851,370335110,159.421259,1595,22,94,Normal,0,
2018-12-26/08_53_50,ulg_files/2018-12-26/08_53_50.ulg,usable,13513136,156736336,270003701,113.267365,1133,22,92,Normal,0,
2018-12-26/08_57_28,ulg_files/2018-12-26/08_57_28.ulg,usable,7337832,49745009,108906656,59.161647,592,22,93,Normal,0,
2018-12-26/09_00_35,ulg_files/2018-12-26/09_00_35.ulg,usable,13840641,49055901,162445541,113.38964,1134,22,93,Normal,0,
2018-12-26/09_04_28,ulg_files/2018-12-26/09_04_28.ulg,usable,3849076,55002861,85169588,30.166727,302,22,94,External Position,2,
2018-12-26/09_06_38,ulg_files/2018-12-26/09_06_38.ulg,usable,14661372,185482592,306492095,121.009503,1211,22,92,Normal,0,
2018-12-26/09_10_31,ulg_files/2018-12-26/09_10_31.ulg,usable,16197498,65394322,197938944,132.544622,1326,22,94,Normal,0,
2018-12-26/09_15_44,ulg_files/2018-12-26/09_15_44.ulg,usable,24313747,48631987,249955632,201.323645,2014,22,94,Normal,0,
2018-12-26/09_24_37,ulg_files/2018-12-26/09_24_37.ulg,usable,16163508,202121928,337172238,135.05031,1351,22,94,Mechanical,1,
2018-12-26/09_44_29,ulg_files/2018-12-26/09_44_29.ulg,usable,8520068,984583340,1055629483,71.046143,711,22,95,Normal,0,
2018-12-26/09_52_44,ulg_files/2018-12-26/09_52_44.ulg,usable,4396480,80048603,119200313,39.15171,392,22,77,Normal,0,
2018-12-26/09_57_56,ulg_files/2018-12-26/09_57_56.ulg,usable,11822566,83644266,187268141,103.623875,1037,22,76,Normal,0,
2018-12-26/17_34_44,ulg_files/2018-12-26/17_34_44.ulg,usable,7867119,20823342,100763028,79.939686,800,18,56,Uncategorized,0,
2018-12-27/08_37_46,ulg_files/2018-12-27/08_37_46.ulg,usable,8429447,320431252,407548133,87.116881,872,18,56,Uncategorized,0,
2018-12-27/08_40_59,ulg_files/2018-12-27/08_40_59.ulg,usable,5535423,514243120,570522879,56.279759,563,18,56,Uncategorized,0,
2018-12-27/08_42_11,ulg_files/2018-12-27/08_42_11.ulg,usable,4497751,585381472,631010798,45.629326,457,18,56,Uncategorized,0,
2018-12-27/08_54_56,ulg_files/2018-12-27/08_54_56.ulg,usable,3545342,1351062478,1387002461,35.939983,360,18,56,Uncategorized,0,
2018-12-27/08_55_33,ulg_files/2018-12-27/08_55_33.ulg,usable,4556443,1388156116,1434303654,46.147538,462,18,56,Uncategorized,0,
2018-12-27/08_56_36,ulg_files/2018-12-27/08_56_36.ulg,usable,4043587,1451069239,1491979724,40.910485,410,18,56,Uncategorized,0,
2018-12-27/08_57_51,ulg_files/2018-12-27/08_57_51.ulg,usable,4623108,1526196724,1566965299,40.768575,408,22,93,Altitude,3,
2018-12-27/09_01_48,ulg_files/2018-12-27/09_01_48.ulg,usable,2622306,25461995,52149962,26.687967,267,18,55,Uncategorized,0,
2018-12-27/09_03_21,ulg_files/2018-12-27/09_03_21.ulg,usable,2895860,24416251,51138275,26.722024,268,21,90,Uncategorized,0,
2018-12-27/09_04_46,ulg_files/2018-12-27/09_04_46.ulg,usable,2649620,24582671,51439030,26.856359,269,18,56,Uncategorized,0,
2018-12-27/09_06_32,ulg_files/2018-12-27/09_06_32.ulg,usable,2587661,33863028,56940597,23.077569,231,22,93,Uncategorized,0,
2018-12-27/09_30_59,ulg_files/2018-12-27/09_30_59.ulg,usable,16020610,105981932,261151041,155.169109,1552,22,95,Normal,0,
2018-12-27/09_36_06,ulg_files/2018-12-27/09_36_06.ulg,usable,16436569,66415977,232174590,165.758613,1658,22,96,Normal,0,
2018-12-27/09_46_16,ulg_files/2018-12-27/09_46_16.ulg,usable,20134502,422593363,615872704,193.279341,1933,22,95,Normal,0,
2018-12-28/08_13_51,ulg_files/2018-12-28/08_13_51.ulg,usable,23850016,66535679,279961616,213.425937,2135,22,94,Global Position,5,
2018-12-28/08_17_25,ulg_files/2018-12-28/08_17_25.ulg,usable,1791949,280191197,294904624,14.713427,148,22,92,Uncategorized,0,
2018-12-28_oncesi_loglar/sess009/log001,ulg_files/2018-12-28_oncesi_loglar/sess009/log001.ulg,usable,4041120,8770058,49752933,40.982875,410,18,55,Uncategorized,0,
2018-12-28_oncesi_loglar/sess010/log004,ulg_files/2018-12-28_oncesi_loglar/sess010/log004.ulg,usable,2761033,246119204,274512376,28.393172,284,18,55,Uncategorized,0,
2018-12-31/11_05_14,ulg_files/2018-12-31/11_05_14.ulg,usable,11751763,141239131,326775698,185.536567,1856,22,93,Global Position,3,
2019-01-01/14_39_39,ulg_files/2019-01-01/14_39_39.ulg,usable,1914525,257543998,287643241,30.099243,301,22,93,Normal,0,
2019-01-01/14_44_02,ulg_files/2019-01-01/14_44_02.ulg,usable,2375697,27928303,65375848,37.447545,375,22,93,Normal,0,
2019-01-01/15_35_34,ulg_files/2019-01-01/15_35_34.ulg,usable,1397749,117832302,139138428,21.306126,214,22,94,Uncategorized,0,
2019-01-01/15_37_30,ulg_files/2019-01-01/15_37_30.ulg,usable,1548191,33587899,57314695,23.726796,238,22,92,Uncategorized,0,
2019-01-01/15_39_02,ulg_files/2019-01-01/15_39_02.ulg,usable,2132061,38583330,71448431,32.865101,329,22,94,External Position,1,
2019-01-03/07_45_20,ulg_files/2019-01-03/07_45_20.ulg,usable,5486059,75774336,161485371,85.711035,858,22,93,Mechanical,1,
2019-01-03/08_09_31,ulg_files/2019-01-03/08_09_31.ulg,usable,1987177,116062820,146823495,30.760675,308,22,93,Normal,0,
2019-01-04/08_01_09,ulg_files/2019-01-04/08_01_09.ulg,usable,1280085,27817595,56347890,28.530295,286,20,88,Global Position,1,
2019-01-04/08_35_09,ulg_files/2019-01-04/08_35_09.ulg,usable,3539139,235475466,313579530,78.104064,782,20,88,Global Position,1,
2019-01-04/08_41_03,ulg_files/2019-01-04/08_41_03.ulg,usable,7956448,77145497,251811510,174.666013,1747,20,88,Global Position,1,
2019-01-04/08_48_19,ulg_files/2019-01-04/08_48_19.ulg,usable,1171232,79936000,105409645,25.473645,255,20,87,Global Position,2,
2019-01-04/08_52_38,ulg_files/2019-01-04/08_52_38.ulg,usable,11649174,98551829,353747194,255.195365,2552,20,87,Global Position,10,
2019-01-04/09_01_28,ulg_files/2019-01-04/09_01_28.ulg,usable,1538534,135457884,169160897,33.703013,338,20,87,Global Position,3,
2019-01-04/09_03_36,ulg_files/2019-01-04/09_03_36.ulg,usable,1345502,63194088,92548277,29.354189,294,20,86,Global Position,1,
2019-01-04/09_05_55,ulg_files/2019-01-04/09_05_55.ulg,usable,1214918,47190731,73647098,26.456367,265,20,85,Global Position,2,
2019-01-04/09_10_41,ulg_files/2019-01-04/09_10_41.ulg,usable,9704250,105239867,318025865,212.785998,2128,20,88,Global Position,2,
2019-01-04/09_17_44,ulg_files/2019-01-04/09_17_44.ulg,usable,1041942,65688764,88070784,22.38202,224,20,84,Uncategorized,0,
2019-01-04/09_20_06,ulg_files/2019-01-04/09_20_06.ulg,usable,962442,71785823,92391222,20.605399,207,20,85,Uncategorized,0,
2019-01-04/09_22_14,ulg_files/2019-01-04/09_22_14.ulg,usable,1625116,49654060,85101630,35.44757,355,20,85,Global Position,2,
2019-01-04/09_24_22,ulg_files/2019-01-04/09_24_22.ulg,usable,1868889,53348227,93759910,40.411683,405,20,87,Global Position,1,
2019-01-04/sess003/log001,ulg_files/2019-01-04/sess003/log001.ulg,usable,2163334,107681026,147874656,40.19363,402,18,56,Uncategorized,0,
2019-01-04/sess003/log002,ulg_files/2019-01-04/sess003/log002.ulg,usable,3479110,232851314,287802488,54.951174,550,22,93,Normal,0,
2019-01-07/07_29_12,ulg_files/2019-01-07/07_29_12.ulg,usable,11151950,546976228,791616960,244.640732,2447,20,87,Global Position,2,
2019-01-07/07_37_38,ulg_files/2019-01-07/07_37_38.ulg,usable,10258700,55474810,282926322,227.451512,2275,20,87,Uncategorized,0,
2019-01-07/07_45_18,ulg_files/2019-01-07/07_45_18.ulg,usable,5357999,107398845,226810067,119.411222,1195,20,87,Normal,0,
2019-01-07/07_50_14,ulg_files/2019-01-07/07_50_14.ulg,usable,4040990,76479743,166886880,90.407137,905,20,87,Normal,0,
2019-01-07/07_53_55,ulg_files/2019-01-07/07_53_55.ulg,usable,8094271,69061079,249807080,180.746001,1808,20,88,Normal,0,
2019-01-07/07_59_38,ulg_files/2019-01-07/07_59_38.ulg,usable,6703475,52613730,202311060,149.69733,1497,20,87,Normal,0,
2019-01-07/08_08_23,ulg_files/2019-01-07/08_08_23.ulg,usable,12489136,73222050,350194640,276.97259,2770,20,88,Normal,0,
2019-01-07/08_16_37,ulg_files/2019-01-07/08_16_37.ulg,usable,3654220,91390116,172664076,81.27396,813,20,87,Normal,0,
2019-01-07/08_21_01,ulg_files/2019-01-07/08_21_01.ulg,usable,7351953,54254052,216882466,162.628414,1627,20,85,Normal,0,
2019-01-07/08_27_59,ulg_files/2019-01-07/08_27_59.ulg,usable,10529459,156690191,390989997,234.299806,2343,20,88,Normal,0,
2019-01-07/08_35_59,ulg_files/2019-01-07/08_35_59.ulg,usable,4861480,104690353,213528636,108.838283,1089,20,87,Mechanical,4,
2019-01-07/08_40_52,ulg_files/2019-01-07/08_40_52.ulg,usable,4003897,59633527,149073796,89.440269,895,20,87,Mechanical,1,
2019-01-08/07_56_17,ulg_files/2019-01-08/07_56_17.ulg,usable,12609626,359121654,638815710,279.694056,2797,20,87,Normal,0,
2019-01-08/08_08_14,ulg_files/2019-01-08/08_08_14.ulg,usable,7574247,296470108,465133491,168.663383,1687,20,88,Normal,0,
2019-01-08/08_16_07,ulg_files/2019-01-08/08_16_07.ulg,usable,10360029,205976829,437860403,231.883574,2319,20,87,Normal,0,
2019-01-08/08_25_04,ulg_files/2019-01-08/08_25_04.ulg,usable,4047983,152397596,242347276,89.94968,900,20,87,Normal,0,
2019-01-08/08_30_41,ulg_files/2019-01-08/08_30_41.ulg,usable,7105254,100759599,259557221,158.797622,1588,20,91,Mechanical,1,
2019-01-08/08_39_45,ulg_files/2019-01-08/08_39_45.ulg,usable,3796452,121087775,203490662,82.402887,825,20,87,Normal,0,
2019-01-08/08_45_03,ulg_files/2019-01-08/08_45_03.ulg,usable,3219579,191659626,260999547,69.339921,694,20,88,Normal,0,
2019-01-08/08_52_50,ulg_files/2019-01-08/08_52_50.ulg,usable,4626470,112729132,212042662,99.31353,994,20,86,Normal,0,
2019-01-08/08_56_03,ulg_files/2019-01-08/08_56_03.ulg,usable,12170526,69294442,331624160,262.329718,2624,20,86,Normal,0,
2019-01-08/09_05_30,ulg_files/2019-01-08/09_05_30.ulg,usable,4684157,245803670,352863718,107.060048,1071,20,91,External Position|Mechanical,2,
2019-01-09/07_43_46,ulg_files/2019-01-09/07_43_46.ulg,usable,4339219,872607931,970395068,97.787137,978,20,88,Normal,0,
2019-01-09/07_49_13,ulg_files/2019-01-09/07_49_13.ulg,usable,12043191,129319975,397756480,268.436505,2685,20,86,Normal,0,
2019-01-09/07_59_28,ulg_files/2019-01-09/07_59_28.ulg,usable,12280851,193442433,465999278,272.556845,2726,20,87,Normal,0,
2019-01-09/08_06_58,ulg_files/2019-01-09/08_06_58.ulg,usable,7088852,112739813,264959792,152.219979,1523,20,87,Normal,0,
2019-01-09/08_18_23,ulg_files/2019-01-09/08_18_23.ulg,usable,4612010,441188699,540471616,99.282917,993,20,87,Normal,0,
2019-01-09/08_22_55,ulg_files/2019-01-09/08_22_55.ulg,usable,12286523,98479198,370606721,272.127523,2722,20,87,Normal,0,
2019-01-09/08_32_29,ulg_files/2019-01-09/08_32_29.ulg,usable,8265921,183195177,366725388,183.530211,1836,20,88,Mechanical,2,
2019-01-09/08_40_49,ulg_files/2019-01-09/08_40_49.ulg,usable,4956584,84517342,195163234,110.645892,1107,20,88,Mechanical,4,
2019-01-15/07_28_00,ulg_files/2019-01-15/07_28_00.ulg,usable,2108930,401393524,448388021,46.994497,470,20,87,Mechanical,3,
2019-01-15/07_32_02,ulg_files/2019-01-15/07_32_02.ulg,usable,13236259,48626355,342242283,293.615928,2937,20,86,Normal,0,
2019-01-15/07_40_31,ulg_files/2019-01-15/07_40_31.ulg,usable,8688494,147322720,335253441,187.930721,1880,20,87,Mechanical,3,
2019-01-15/07_49_03,ulg_files/2019-01-15/07_49_03.ulg,usable,5033412,128912990,241407235,112.494245,1125,20,92,Mechanical,1,
2019-01-15/08_02_55,ulg_files/2019-01-15/08_02_55.ulg,usable,10291462,626977047,856604720,229.627673,2297,20,87,Normal,0,
2019-01-15/08_14_07,ulg_files/2019-01-15/08_14_07.ulg,usable,12640122,328754906,611165837,282.410931,2825,20,86,Normal,0,
2019-01-15/08_31_01,ulg_files/2019-01-15/08_31_01.ulg,usable,12357671,176456505,451865646,275.409141,2755,20,86,Altitude,1,
2019-01-15/08_46_05,ulg_files/2019-01-15/08_46_05.ulg,usable,5417082,182380713,301659469,119.278756,1193,20,88,Global Position,2,
2019-01-16/07_21_48,ulg_files/2019-01-16/07_21_48.ulg,usable,12015919,368941568,632389308,263.44774,2635,20,87,Global Position,4,
2019-01-16/07_39_29,ulg_files/2019-01-16/07_39_29.ulg,usable,1661714,93952575,131269480,37.316905,374,20,87,Normal,0,
2019-01-16/07_42_54,ulg_files/2019-01-16/07_42_54.ulg,usable,12083801,84852887,351412419,266.559532,2666,20,86,Global Position,5,
2019-01-16/07_49_46,ulg_files/2019-01-16/07_49_46.ulg,usable,11420984,52787574,295921812,243.134238,2432,20,87,Global Position,4,
2019-01-16/08_21_02,ulg_files/2019-01-16/08_21_02.ulg,usable,5671041,48127661,173011697,124.884036,1249,20,87,Altitude|Mechanical,2,
2019-01-16/08_28_05,ulg_files/2019-01-16/08_28_05.ulg,usable,12507798,140319401,414781486,274.462085,2745,20,87,Global Position,2,
2019-01-16/08_54_47,ulg_files/2019-01-16/08_54_47.ulg,usable,1053351,75622951,98828861,23.20591,233,19,82,Uncategorized,0,
2019-01-18/07_19_34,ulg_files/2019-01-18/07_19_34.ulg,usable,1150990,346232251,371948850,25.716599,258,20,87,Normal,0,
2019-01-18/07_23_51,ulg_files/2019-01-18/07_23_51.ulg,usable,2245392,63695356,114437967,50.742611,508,20,85,Normal,0,
2019-01-18/07_28_38,ulg_files/2019-01-18/07_28_38.ulg,usable,11466746,112437209,368904325,256.467116,2565,20,87,Normal,0,
2019-01-18/07_35_54,ulg_files/2019-01-18/07_35_54.ulg,usable,1396386,80482785,111622466,31.139681,312,20,85,Normal,0,
2019-01-18/07_41_23,ulg_files/2019-01-18/07_41_23.ulg,usable,2277791,135257638,185881477,50.623839,507,20,87,Normal,0,
2019-01-18/07_44_44,ulg_files/2019-01-18/07_44_44.ulg,usable,7071902,72799847,231036264,158.236417,1583,20,87,Normal,0,
2019-01-18/08_07_57,ulg_files/2019-01-18/08_07_57.ulg,usable,12323240,957184984,1227900259,270.715275,2708,20,86,Global Position,2,
2019-01-18/08_16_34,ulg_files/2019-01-18/08_16_34.ulg,usable,2924494,121549558,188789863,67.240305,673,20,92,External Position,1,
2019-01-18/08_26_38,ulg_files/2019-01-18/08_26_38.ulg,usable,3162758,167384271,236885766,69.501495,696,20,87,Global Position,1,
2019-01-18/08_37_09,ulg_files/2019-01-18/08_37_09.ulg,usable,3447814,67997073,144944323,76.94725,770,20,88,Normal,0,
2019-01-18/08_39_38,ulg_files/2019-01-18/08_39_38.ulg,usable,3125385,131959949,200776041,68.816092,689,20,88,Normal,0,
2019-01-18/08_44_30,ulg_files/2019-01-18/08_44_30.ulg,usable,5265464,138805034,254900914,116.09588,1161,20,88,Global Position,1,
2019-01-18/08_50_33,ulg_files/2019-01-18/08_50_33.ulg,usable,6650270,62095216,208413459,146.318243,1464,20,88,Global Position,1,
2019-01-18/08_58_39,ulg_files/2019-01-18/08_58_39.ulg,usable,12470148,67450746,341657294,274.206548,2743,20,87,Global Position,2,
2019-01-18/09_04_40,ulg_files/2019-01-18/09_04_40.ulg,usable,3602799,45786821,125016918,79.230097,793,20,88,Global Position,1,
2019-01-18/09_07_45,ulg_files/2019-01-18/09_07_45.ulg,usable,3435326,53633606,128823304,75.189698,752,20,86,Global Position,1,
2019-01-21/07_29_16,ulg_files/2019-01-21/07_29_16.ulg,usable,6574904,97818548,245573792,147.755244,1478,20,86,Normal,0,
2019-01-21/07_33_50,ulg_files/2019-01-21/07_33_50.ulg,usable,7331891,85080436,250039250,164.958814,1650,20,86,Normal,0,
2019-01-21/07_44_07,ulg_files/2019-01-21/07_44_07.ulg,usable,6714690,123927403,274798745,150.871342,1509,20,88,Normal,0,
2019-01-21/07_49_14,ulg_files/2019-01-21/07_49_14.ulg,usable,12300182,88180020,363618209,275.438189,2755,20,87,Normal,0,
2019-01-21/07_57_00,ulg_files/2019-01-21/07_57_00.ulg,usable,1331461,142666049,172193693,29.527644,296,20,81,Altitude,1,
2019-01-22/07_22_12,ulg_files/2019-01-22/07_22_12.ulg,usable,5463418,60001550,181537058,121.535508,1216,20,86,Normal,0,
2019-01-22/07_24_25,ulg_files/2019-01-22/07_24_25.ulg,usable,8467816,192531474,382513467,189.981993,1900,20,85,Normal,0,
2019-01-22/07_27_52,ulg_files/2019-01-22/07_27_52.ulg,usable,2550451,399631039,456009078,56.378039,564,20,81,Uncategorized,0,
2019-01-22/07_33_37,ulg_files/2019-01-22/07_33_37.ulg,usable,12180351,181632913,450794807,269.161894,2692,20,88,Normal,0,
2019-01-22/07_42_25,ulg_files/2019-01-22/07_42_25.ulg,usable,11999170,162663589,427852111,265.188522,2652,20,87,Normal,0,
2019-01-22/07_51_08,ulg_files/2019-01-22/07_51_08.ulg,usable,9639613,102311283,320143029,217.831746,2179,20,87,Normal,0,
2019-01-22/07_55_19,ulg_files/2019-01-22/07_55_19.ulg,parse_error,0,,,,0,0,0,Normal,0,TypeError: Invalid file format (Header too short)
2019-01-22/07_57_29,ulg_files/2019-01-22/07_57_29.ulg,usable,11785972,129130946,388335190,259.204244,2593,20,87,Normal,0,
2019-01-22/08_11_46,ulg_files/2019-01-22/08_11_46.ulg,usable,12101327,442672314,709938234,267.26592,2673,20,87,Normal,0,
2019-01-22/08_19_51,ulg_files/2019-01-22/08_19_51.ulg,usable,11910309,103294685,366048630,262.753945,2628,20,87,Normal,0,
2019-01-22/08_41_38,ulg_files/2019-01-22/08_41_38.ulg,usable,1767687,991501707,1030919394,39.417687,395,20,86,Normal,0,
2019-01-22/08_45_12,ulg_files/2019-01-22/08_45_12.ulg,usable,7111927,75291043,232403792,157.112749,1572,20,87,Altitude|External Position,2,
2019-01-25/16_14_57,ulg_files/2019-01-25/16_14_57.ulg,usable,1715015,141499329,179483025,37.983696,380,20,95,Uncategorized,0,
2019-01-25/16_18_07,ulg_files/2019-01-25/16_18_07.ulg,usable,1559131,81752797,116088071,34.335274,344,20,96,Uncategorized,0,
2019-01-25/16_23_32,ulg_files/2019-01-25/16_23_32.ulg,usable,1433592,242780922,274669709,31.888787,319,20,94,Uncategorized,0,
2019-01-25/16_25_23,ulg_files/2019-01-25/16_25_23.ulg,usable,4349627,66886633,163640834,96.754201,968,20,90,External Position,3,
2019-01-25/16_29_46,ulg_files/2019-01-25/16_29_46.ulg,usable,3159807,77910209,148170332,70.260123,703,20,85,Normal,0,
2019-01-25/16_32_19,ulg_files/2019-01-25/16_32_19.ulg,usable,3282860,32093978,105822860,73.728882,738,20,87,Normal,0,
2019-01-25/16_34_39,ulg_files/2019-01-25/16_34_39.ulg,usable,1827758,31164962,72070106,40.905144,410,20,85,Normal,0,
2019-01-25/16_38_11,ulg_files/2019-01-25/16_38_11.ulg,usable,4237603,89265648,183475322,94.209674,943,20,86,Global Position,1,
2019-01-25/16_41_38,ulg_files/2019-01-25/16_41_38.ulg,usable,5012215,51213236,163042834,111.829598,1119,20,87,Global Position,1,
2019-01-25/16_45_32,ulg_files/2019-01-25/16_45_32.ulg,usable,4625459,50134837,154497731,104.362894,1044,20,85,Global Position,3,
2019-01-25/16_50_43,ulg_files/2019-01-25/16_50_43.ulg,usable,2744672,138775065,200858830,62.083765,621,20,85,Global Position,1,
2019-01-25/16_59_31,ulg_files/2019-01-25/16_59_31.ulg,usable,1722192,157672254,196733474,39.06122,391,20,89,Uncategorized,0,
2019-01-25/17_03_27,ulg_files/2019-01-25/17_03_27.ulg,usable,30997844,95373100,798076551,702.703451,7028,20,81,Global Position,4,
2019-01-25/17_19_25,ulg_files/2019-01-25/17_19_25.ulg,usable,6462923,96992990,243770478,146.777488,1468,20,85,Global Position,5,
