log_key,annotation_index,class,note,annotated_at,range_index,signal,start_us,end_us
2019-01-25/16_14_57,0,Uncategorized,,2025-04-13T22:27:06.091054,,,,
2019-01-25/16_18_07,0,Uncategorized,,2025-04-13T22:27:19.890918,,,,
2019-01-25/16_23_32,0,Uncategorized,,2025-04-13T22:28:10.318846,,,,
2019-01-25/16_25_23,0,External Position,,2025-04-13T22:30:50.703327,0,Position.Y,90635000,97335000
2019-01-25/16_25_23,0,External Position,,2025-04-13T22:30:50.703327,1,Position.Y,103526000,120826000
2019-01-25/16_25_23,0,External Position,,2025-04-13T22:30:50.703327,2,Position.X,88515000,95469000
2019-01-25/16_29_46,0,Normal,,2025-04-13T22:31:20.567662,,,,
2019-01-25/16_32_19,0,Normal,,2025-04-13T22:32:38.419372,,,,
2019-01-25/16_34_39,0,Normal,,2025-04-13T22:34:04.009158,,,,
2019-01-25/16_38_11,0,Global Position,,2025-04-13T22:39:17.446642,0,Position.X,95634000,183513000
2019-01-25/16_41_38,0,Global Position,,2025-04-13T22:40:08.291319,0,Position.X,58548000,163469000
2019-01-25/16_45_32,0,Global Position,,2025-04-13T22:40:39.411547,0,Position.X,139771000,154793000
2019-01-25/16_45_32,0,Global Position,,2025-04-13T22:40:39.411547,1,Position.Y,73543000,91405000
2019-01-25/16_45_32,0,Global Position,,2025-04-13T22:40:39.411547,2,Position.Y,109176000,120076000
2019-01-25/16_50_43,0,Global Position,,2025-04-13T22:41:00.992498,0,Position.Y,157754000,190714000
2019-01-25/16_59_31,0,Uncategorized,,2025-04-13T22:41:25.670939,,,,
2019-01-25/17_03_27,0,Global Position,,2025-04-13T22:44:40.167272,0,Position.X,170927000,192598000
2019-01-25/17_03_27,0,Global Position,,2025-04-13T22:44:40.167272,1,Position.Y,176499000,195694000
2019-01-25/17_03_27,0,Global Position,,2025-04-13T22:44:40.167272,2,Position.Y,203125000,223558000
2019-01-25/17_03_27,0,Global Position,,2025-04-13T22:44:40.167272,3,Position.Y,293527000,318914000
2019-01-25/17_19_25,0,Global Position,,2025-04-13T22:45:21.070102,0,Position.X,146704000,148382000
2019-01-25/17_19_25,0,Global Position,,2025-04-13T22:45:21.070102,1,Position.X,158585000,160780000
2019-01-25/17_19_25,0,Global Position,,2025-04-13T22:45:21.070102,2,Position.X,150965000,151869000
2019-01-25/17_19_25,0,Global Position,,2025-04-13T22:45:21.070102,3,Position.Y,201848000,208434000
2019-01-25/17_19_25,0,Global Position,,2025-04-13T22:45:21.070102,4,Position.Y,219283000,220703000
2019-01-25/17_29_58,0,Global Position,,2025-04-13T22:46:24.753001,0,Position.Y,261470000,273768000
2019-01-25/17_29_58,0,Global Position,,2025-04-13T22:46:24.753001,1,Position.Y,331418000,341104000
2019-01-25/17_38_05,0,Normal,,2025-04-13T22:46:55.726887,,,,
2019-01-25/17_44_04,0,Normal,,2025-04-13T22:47:18.152880,,,,
2019-01-25/17_50_15,0,Uncategorized,,2025-04-13T22:47:30.377646,,,,
2019-01-25/17_51_46,0,Uncategorized,,2025-04-13T22:47:43.570556,,,,
2019-01-25/17_54_48,0,Normal,,2025-04-13T22:48:11.270643,,,,
2019-01-25/17_59_53,0,Normal,,2025-04-13T22:48:32.546007,,,,
2019-01-28/15_14_24,0,Uncategorized,,2025-04-13T22:48:40.879667,,,,
2019-01-28/15_17_31,0,Normal,,2025-04-13T22:49:02.839300,,,,
2019-01-28/15_24_45,0,Normal,,2025-04-13T22:49:22.649169,,,,
2019-01-28/15_31_46,0,Normal,,2025-04-18T19:31:21.154358,,,,
2019-01-28/15_46_35,0,Normal,,2025-04-18T19:32:20.277829,,,,
2019-01-28/16_03_07,0,Uncategorized,,2025-04-18T19:33:29.657906,,,,
2019-01-28/16_06_14,0,Uncategorized,,2025-04-18T19:33:55.071172,,,,
2019-01-28/16_10_47,0,External Position,,2025-04-18T19:35:57.402763,0,Position.Y,192755000,200750000
2019-01-28/16_17_47,0,Normal,,2025-04-18T19:37:21.974933,,,,
2019-01-28/16_23_00,0,External Position,,2025-04-18T19:38:24.235918,0,Position.Y,145951000,148228000
2019-01-28/16_23_00,0,External Position,,2025-04-18T19:38:24.235918,1,Position.X,141668000,149403000
2019-01-28/16_26_32,0,External Position,,2025-04-18T19:38:56.277200,0,Position.Y,103103000,108462000
2019-01-28/16_26_32,0,External Position,,2025-04-18T19:38:56.277200,1,Position.X,115552000,127052000
2019-01-29/16_41_14,0,Normal,,2025-04-18T19:39:55.184985,,,,
2019-01-29/16_45_53,0,Normal,,2025-04-18T19:40:26.795122,,,,
2019-01-29/16_51_22,0,Normal,,2025-04-18T19:40:45.168730,,,,
2019-01-29/17_01_15,0,Normal,,2025-04-18T19:41:22.511479,,,,
2019-01-29/17_13_53,0,Normal,,2025-04-18T19:42:18.068390,,,,
2019-01-29/17_18_55,0,External Position,,2025-04-18T19:42:59.495472,0,Position.X,183375000,192066000
2019-01-29/17_23_03,0,Normal,,2025-04-18T19:43:27.185644,,,,
2019-01-29/17_37_45,0,Altitude,,2025-04-18T19:44:37.732139,0,Position.Z,546491000,548555000
2019-01-29/17_37_45,0,Altitude,,2025-04-18T19:44:37.732139,1,Position.Z,695681000,697303000
2019-01-29/17_48_31,0,Normal,,2025-04-18T19:45:08.146610,,,,
2019-01-29/17_58_35,0,Normal,,2025-04-18T19:46:07.501825,,,,
2019-01-29/18_07_30,0,Normal,,2025-04-18T19:46:31.055278,,,,
2019-01-29/18_17_27,0,Normal,,2025-04-18T19:47:54.343214,,,,
2019-01-30/17_25_53,0,Normal,,2025-04-18T19:48:21.325002,,,,
2019-01-30/17_35_02,0,Normal,,2025-04-18T19:48:46.625179,,,,
2019-01-30/17_42_03,0,Normal,,2025-04-18T19:49:19.664635,,,,
2019-01-30/17_51_14,0,Normal,,2025-04-18T19:49:50.446236,,,,
2019-01-30/18_04_15,0,Normal,,2025-04-18T19:51:42.339586,,,,
2019-01-30/18_07_38,0,External Position,,2025-04-18T19:52:38.008276,0,Position.X,84545000,91443000
2019-01-30/18_12_09,0,External Position,,2025-04-18T19:53:24.510627,0,Position.X,85276000,92114000
2019-01-30/18_15_57,0,Normal,possible external posiyion anomaly,2025-04-18T19:54:50.588471,,,,
2019-01-30/18_18_17,0,Normal,,2025-04-18T19:55:36.036624,,,,
2019-01-30/18_21_23,0,External Position,,2025-04-18T19:56:13.674409,0,Position.X,63452000,72311000
2019-01-30/18_32_48,0,Normal,,2025-04-18T19:56:44.225921,,,,
2019-01-30/18_34_02,0,Global Position,,2025-04-18T19:59:11.452890,0,Position.X,154883000,176542000
2019-01-30/18_34_02,0,Global Position,,2025-04-18T19:59:11.452890,1,Position.X,179788000,192617000
2019-01-30/18_34_02,0,Global Position,,2025-04-18T19:59:11.452890,2,Position.X,195032000,212466000
2019-01-31/16_32_26,0,External Position,,2025-04-18T20:00:52.391365,0,Position.X,366260000,372393000
2019-01-31/16_37_13,0,Normal,,2025-04-18T20:01:30.632503,,,,
2019-01-31/16_41_44,0,External Position,,2025-04-18T20:01:52.401521,0,Position.X,172308000,181036000
2019-01-31/16_48_38,0,Normal,,2025-04-18T20:03:17.073876,,,,
2019-01-31/16_55_09,0,Normal,,2025-04-18T20:04:05.149979,,,,
2019-01-31/16_58_10,0,Normal,,2025-04-18T20:05:02.347472,,,,
2019-01-31/17_02_23,0,Normal,,2025-04-18T20:07:18.813988,,,,
2019-01-31/17_12_34,0,Normal,,2025-04-18T20:07:49.787232,,,,
2019-01-31/17_19_54,0,Normal,,2025-04-18T20:08:01.458082,,,,
2019-01-31/17_23_21,0,Normal,,2025-04-18T20:08:23.710044,,,,
2019-01-31/17_26_14,0,Normal,,2025-04-18T20:09:07.480880,,,,
2019-01-31/17_28_48,0,Normal,,2025-04-18T20:09:28.438100,,,,
2019-01-31/17_31_39,0,Normal,,2025-04-18T20:10:18.047397,,,,
2019-01-31/17_37_50,0,Normal,,2025-04-18T20:11:01.631814,,,,
2019-01-31/17_40_52,0,Normal,,2025-04-18T20:11:35.557303,,,,
2019-01-31/17_42_41,0,Normal,,2025-04-18T20:12:26.665966,,,,
2019-01-31/17_44_30,0,Normal,,2025-04-18T20:13:15.008103,,,,
2019-01-31/17_49_08,0,External Position,,2025-04-18T20:13:59.592681,0,Position.X,184694000,203768000
2019-01-31/17_56_00,0,Normal,,2025-04-18T20:14:29.094885,,,,
2019-01-31/18_04_39,0,Normal,,2025-04-18T20:14:56.799006,,,,
2019-01-31/18_11_56,0,Normal,,2025-04-18T20:15:21.995028,,,,
2019-02-01/17_35_12,0,Normal,,2025-04-18T20:16:03.507649,,,,
2019-02-01/17_42_55,0,Mechanical,,2025-04-18T20:17:42.085903,0,Actuator Controls,237607000,243687000
2019-02-01/17_42_55,0,Mechanical,,2025-04-18T20:17:42.085903,1,Actuator Controls,245622000,251425000
2019-02-01/17_42_55,0,Mechanical,,2025-04-18T20:17:42.085903,2,Actuator Controls,258887000,263032000
2019-02-01/18_02_58,0,Normal,,2025-04-18T20:18:11.757243,,,,
2019-02-01/18_15_04,0,Normal,,2025-04-18T20:18:43.745532,,,,
2019-02-01/18_26_04,0,Normal,,2025-04-18T20:20:11.256160,,,,
2019-02-01/18_35_27,0,Mechanical,,2025-04-18T20:22:22.242797,0,Actuator Outputs,174311000,190380000
2019-02-05/10_15_24,0,Normal,,2025-04-18T20:22:46.709499,,,,
2019-02-05/10_30_25,0,Normal,,2025-04-18T20:23:31.169310,,,,
2019-02-05/10_48_27,0,Normal,,2025-04-18T20:24:05.205844,,,,
2019-02-05/10_53_17,0,Normal,,2025-04-18T20:24:34.775907,,,,
2019-02-05/11_01_09,0,Altitude,,2025-04-18T20:25:36.672840,0,Position.Z,185664000,188210000
2019-02-05/11_07_14,0,Normal,,2025-04-18T20:26:07.926788,,,,
2019-02-05/11_16_29,0,Normal,,2025-04-18T20:26:37.199914,,,,
2019-02-05/11_25_38,0,Normal,,2025-04-18T20:27:16.374980,,,,
2019-02-05/11_35_05,0,Altitude,,2025-04-18T20:28:37.857277,0,Position.Z,517872000,555782000
2019-02-05/11_35_05,1,Mechanical,,2025-04-18T20:29:15.861927,0,Actuator Outputs,467447000,482538000
2019-02-05/11_35_05,1,Mechanical,,2025-04-18T20:29:15.861927,1,Actuator Outputs,487323000,493212000
2019-02-05/11_35_05,1,Mechanical,,2025-04-18T20:29:15.861927,2,Actuator Outputs,362181000,371015000
2019-02-06/07_46_01,0,Normal,,2025-04-18T20:29:41.848732,,,,
2019-02-06/07_57_05,0,Altitude,,2025-04-18T20:30:37.726731,0,Position.Z,275075000,279830000
2019-02-06/07_59_29,0,Uncategorized,,2025-04-18T20:31:11.886416,,,,
2019-02-08/07_29_57,0,Normal,,2025-04-18T20:31:40.206127,,,,
2019-02-08/07_40_45,0,Normal,,2025-04-18T20:32:19.992525,,,,
2019-02-08/07_45_39,0,Normal,,2025-04-18T20:33:28.702275,,,,
2019-02-08/07_53_34,0,Normal,,2025-04-18T20:33:53.738967,,,,
2019-02-08/08_00_53,0,External Position,,2025-04-18T20:34:44.243214,0,Position.Y,321790000,327946000
2019-02-08/08_06_46,0,Normal,,2025-04-18T20:35:18.432157,,,,
2019-02-08/08_18_14,0,Normal,,2025-04-18T20:36:26.300716,,,,
2019-02-08/08_29_45,0,Normal,,2025-04-18T20:36:56.957060,,,,
2019-02-08/08_40_10,0,Normal,,2025-04-18T20:37:51.325103,,,,
2019-02-08/08_49_45,0,Normal,,2025-04-18T20:38:53.073594,,,,
2019-02-08/08_53_46,0,Normal,,2025-04-18T20:41:15.185809,,,,
2019-02-08/09_07_22,0,Normal,,2025-04-18T20:41:49.066395,,,,
2019-02-11/10_20_38,0,Normal,,2025-04-18T20:42:15.772670,,,,
2019-02-11/10_37_23,0,Normal,,2025-04-18T20:42:51.886483,,,,
2019-02-11/10_52_28,0,Normal,,2025-04-18T20:43:20.731622,,,,
2019-02-11/11_01_12,0,External Position,,2025-04-18T20:44:30.857767,0,Position.X,258880000,269458000
2019-02-11/11_01_12,0,External Position,,2025-04-18T20:44:30.857767,1,Position.X,275446000,283429000
2019-02-11/11_01_12,0,External Position,,2025-04-18T20:44:30.857767,2,Position.X,287621000,306182000
2019-02-12/07_30_03,0,Uncategorized,,2025-04-18T20:44:47.435012,,,,
2019-02-12/07_33_49,0,Normal,,2025-04-18T20:45:12.192898,,,,
2019-02-12/07_45_03,0,Normal,,2025-04-18T20:45:40.967673,,,,
2019-02-12/07_52_53,0,Normal,,2025-04-18T20:46:43.509103,,,,
2019-02-12/07_59_34,0,Normal,,2025-04-18T20:47:22.759952,,,,
2019-02-12/08_10_21,0,Uncategorized,,2025-04-18T20:47:49.018537,,,,
2019-02-12/08_17_40,0,Normal,,2025-04-18T20:49:00.161282,,,,
2019-02-12/08_20_16,0,Uncategorized,,2025-04-18T20:49:12.655167,,,,
2019-02-12/08_24_14,0,External Position,,2025-04-18T20:50:40.137493,0,Position.X,243005000,250976000
2019-02-12/08_26_49,0,Normal,,2025-04-18T20:52:11.707130,,,,
2019-02-12/08_31_24,0,External Position,,2025-04-18T20:52:41.096044,0,Position.Y,208591000,213482000
2019-02-12/08_31_24,0,External Position,,2025-04-18T20:52:41.096044,1,Position.X,208591000,213482000
2019-02-12/08_36_32,0,Normal,,2025-04-18T20:54:52.250449,,,,
2019-02-13/07_31_42,0,Normal,,2025-04-18T20:56:23.271258,,,,
2019-02-13/07_36_10,0,Normal,,2025-04-18T20:56:44.309517,,,,
2019-02-13/07_41_19,0,Normal,,2025-04-18T20:57:06.183506,,,,
2019-02-13/07_45_23,0,External Position,,2025-04-18T20:58:27.889578,0,Position.Y,141087000,149540000
2019-02-13/08_00_31,0,Normal,,2025-04-18T20:58:56.983281,,,,
2019-02-13/08_10_10,0,External Position,,2025-04-18T20:59:58.045163,0,Position.X,276828000,282416000
2019-02-13/08_17_28,0,Normal,,2025-04-18T21:00:51.865385,,,,
2019-02-13/08_28_09,0,Normal,,2025-04-18T21:01:22.234662,,,,
2019-02-13/08_35_39,0,Normal,,2025-04-18T21:01:42.687816,,,,
2019-02-13/08_44_32,0,Normal,,2025-04-18T21:02:13.252191,,,,
2019-02-13/08_57_07,0,Normal,,2025-04-18T21:02:34.328873,,,,
2019-02-13/09_11_41,0,Normal,,2025-04-18T21:03:24.756732,,,,
2019-02-13/09_13_35,0,Normal,,2025-04-18T21:03:51.321245,,,,
2019-02-14/07_31_47,0,Normal,,2025-04-18T21:04:19.193535,,,,
2019-02-14/07_48_57,0,Normal,,2025-04-18T21:04:59.248793,,,,
2019-02-14/07_59_35,0,Normal,,2025-04-18T21:05:35.275993,,,,
2019-02-14/08_01_30,0,Uncategorized,,2025-04-18T21:05:58.117213,,,,
2019-02-14/08_05_34,0,External Position,,2025-04-18T21:06:40.199879,0,Position.X,90310000,91038000
2019-02-14/08_09_04,0,Normal,,2025-04-18T21:07:14.778082,,,,
2019-02-14/08_11_59,0,External Position,,2025-04-18T21:07:51.644275,0,Position.X,227447000,229968000
2019-02-14/08_19_39,0,Normal,,2025-04-18T21:12:25.711620,,,,
2019-02-14/08_23_31,0,Uncategorized,,2025-04-18T21:13:08.527900,,,,
2019-02-14/08_26_35,0,Uncategorized,,2025-04-18T21:13:19.901489,,,,
2019-02-14/08_31_15,0,External Position,,2025-04-18T21:14:28.608313,0,Position.X,174353000,180301000
2019-02-14/08_36_56,0,Normal,,2025-04-18T21:15:14.947487,,,,
2019-02-14/08_41_47,0,Normal,,2025-04-18T21:15:49.605156,,,,
2019-02-14/08_45_35,0,Normal,,2025-04-18T21:16:18.621324,,,,
2019-02-14/08_56_46,0,External Position,,2025-04-18T21:17:35.327969,0,Position.X,418838000,451731000
2019-02-15/07_57_34,0,Normal,,2025-04-18T21:18:05.405412,,,,
2019-02-15/08_04_17,0,Normal,,2025-04-18T21:18:30.149780,,,,
2019-02-15/08_12_14,0,Normal,,2025-04-18T21:18:59.291281,,,,
2019-02-15/08_17_11,0,Normal,,2025-04-18T21:19:57.076698,,,,
2019-02-15/08_20_11,0,Normal,,2025-04-18T21:20:14.606970,,,,
2019-02-15/08_29_18,0,Mechanical,,2025-04-18T21:21:03.397769,0,Actuator Thrust,272789000,278740000
2019-02-15/08_39_35,0,Normal,,2025-04-18T21:22:44.617124,,,,
2019-02-15/08_49_02,0,Normal,,2025-04-18T21:23:21.737396,,,,
2019-02-15/08_58_31,0,Normal,,2025-04-18T21:23:39.401204,,,,
2019-02-15/09_10_05,0,Normal,,2025-04-18T21:24:02.113810,,,,
2019-02-15/09_13_20,0,Normal,,2025-04-18T21:24:39.502639,,,,
2019-02-15/09_15_54,0,Altitude,,2025-04-18T21:25:16.888337,0,Position.Z,226171000,239186000
2019-02-18/07_32_19,0,Normal,,2025-04-18T21:25:46.413712,,,,
2019-02-18/07_38_14,0,Normal,,2025-04-18T21:39:29.140177,,,,
2019-02-18/07_52_56,0,Normal,,2025-04-18T21:39:52.707530,,,,
2019-02-18/08_08_01,0,Normal,,2025-04-18T21:40:16.758250,,,,
2019-02-19/08_25_03,0,Normal,,2025-04-18T21:41:22.649432,,,,
2019-02-19/08_34_26,0,Normal,,2025-04-18T21:41:42.102124,,,,
2019-02-19/08_44_41,0,Normal,,2025-04-18T21:42:02.754229,,,,
2019-02-19/08_54_26,0,Normal,,2025-04-18T21:42:19.075619,,,,
2019-02-19/09_04_09,0,Normal,,2025-04-18T21:42:38.088806,,,,
2019-02-19/09_12_10,0,Normal,,2025-04-18T21:42:57.486103,,,,
2019-02-20/07_33_26,0,Normal,,2025-04-18T21:43:15.213763,,,,
2019-02-20/07_42_02,0,Normal,,2025-04-18T21:43:37.787827,,,,
2019-02-20/07_52_49,0,Normal,,2025-04-18T21:44:14.872167,,,,
2019-02-20/08_02_43,0,Normal,,2025-04-18T21:44:32.527168,,,,
2019-02-20/08_10_24,0,Normal,,2025-04-18T21:44:50.322822,,,,
2019-02-20/08_18_45,0,Normal,,2025-04-18T21:45:08.668799,,,,
2019-02-20/08_24_08,0,Normal,,2025-04-18T21:45:21.988897,,,,
2019-02-21/07_28_38,0,Normal,,2025-04-18T21:45:34.603838,,,,
2019-02-21/07_39_01,0,Normal,,2025-04-18T21:46:01.562179,,,,
2019-02-21/07_49_00,0,Uncategorized,,2025-04-18T21:47:33.560700,,,,
2019-02-21/08_01_16,0,Normal,,2025-04-18T21:47:55.792286,,,,
2019-02-21/08_10_04,0,Normal,,2025-04-18T21:48:15.567745,,,,
2019-02-21/08_15_33,0,Normal,,2025-04-18T21:48:40.940207,,,,
2019-02-21/08_22_25,0,Normal,,2025-04-18T21:49:06.347104,,,,
2019-02-21/08_29_54,0,Uncategorized,,2025-04-18T21:49:15.042609,,,,
2019-02-21/08_32_55,0,Uncategorized,,2025-04-18T21:49:22.782040,,,,
2019-02-21/08_39_16,0,Normal,,2025-04-18T21:52:09.775526,,,,
2019-02-21/08_47_34,0,Normal,,2025-04-18T21:52:24.298458,,,,
2019-02-22/07_28_53,0,Normal,,2025-04-18T21:52:48.342359,,,,
2019-02-22/07_34_44,0,Normal,,2025-04-18T21:53:08.232343,,,,
2019-02-22/07_43_56,0,Normal,,2025-04-18T21:53:29.236354,,,,
2019-02-22/07_50_03,0,Normal,,2025-04-18T21:53:53.625576,,,,
2019-02-22/07_58_06,0,Normal,,2025-04-18T21:54:15.721767,,,,
2019-02-22/08_06_41,0,Normal,,2025-04-18T21:54:32.216903,,,,
2019-02-22/08_17_10,0,Normal,,2025-04-18T21:54:50.639136,,,,
2019-02-22/08_27_20,0,Normal,,2025-04-18T21:55:09.578814,,,,
2019-02-26/07_24_58,0,Normal,,2025-04-18T21:55:25.356783,,,,
2019-02-26/07_31_34,0,Normal,,2025-04-18T21:55:42.345019,,,,
2019-02-26/07_38_57,0,Uncategorized,,2025-04-18T21:56:05.341250,,,,
2019-02-26/07_41_34,0,Normal,,2025-04-18T21:56:21.719963,,,,
2019-02-26/07_51_06,0,Normal,,2025-04-18T21:56:35.748664,,,,
2019-02-26/07_56_40,0,Normal,,2025-04-18T21:56:50.785928,,,,
2019-02-26/08_00_58,0,Normal,,2025-04-18T21:57:39.916120,,,,
2019-02-26/08_06_27,0,Normal,,2025-04-18T21:58:37.139742,,,,
2019-02-26/08_13_34,0,Normal,,2025-04-18T21:59:18.001104,,,,
2019-02-26/08_17_55,0,Mechanical,,2025-04-18T22:00:07.792525,0,Actuator Controls,222385000,228578000
2019-02-26/08_17_55,0,Mechanical,,2025-04-18T22:00:07.792525,1,Actuator Controls,240275000,246811000
2019-02-26/08_17_55,0,Mechanical,,2025-04-18T22:00:07.792525,2,Actuator Controls,251112000,256960000
2019-02-26/08_24_30,0,Mechanical,,2025-04-18T22:01:59.704576,0,Actuator Controls,105833000,108917000
2019-02-26/08_24_30,0,Mechanical,,2025-04-18T22:01:59.704576,1,Actuator Controls,111915000,113243000
2019-02-26/08_24_30,1,External Position,,2025-04-18T22:02:37.990524,0,Position.X,106947000,108874000
2019-02-26/08_24_30,1,External Position,,2025-04-18T22:02:37.990524,1,Position.X,102149000,103862000
2019-02-27/07_18_22,0,Normal,,2025-04-18T22:03:05.409572,,,,
2019-02-27/07_25_03,0,Normal,,2025-04-18T22:03:23.895934,,,,
2019-02-27/07_31_19,0,Normal,,2025-04-18T22:03:41.043332,,,,
2019-02-27/07_38_04,0,Normal,,2025-04-18T22:04:03.494171,,,,
2019-02-27/07_45_45,0,Normal,,2025-04-18T22:04:34.802851,,,,
2019-02-27/07_53_27,0,Normal,,2025-04-18T22:04:53.482776,,,,
2019-02-27/07_59_36,0,Normal,,2025-04-18T22:06:04.594167,,,,
2019-02-27/08_04_00,0,Normal,,2025-04-18T22:06:27.577381,,,,
2019-02-27/08_11_21,0,Normal,,2025-04-18T22:07:05.335907,,,,
2019-02-28/07_34_48,0,Normal,,2025-04-18T22:07:39.793876,,,,
2019-02-28/07_43_04,0,Normal,,2025-04-18T22:07:56.329149,,,,
2019-02-28/07_58_52,0,Normal,,2025-04-18T22:08:14.829975,,,,
2019-02-28/08_09_56,0,Normal,,2025-04-18T22:08:45.706613,,,,
2019-02-28/08_23_29,0,Normal,,2025-04-18T22:09:11.869087,,,,
2019-02-28/08_39_07,0,Uncategorized,,2025-04-18T22:09:28.469636,,,,
2019-02-28/09_04_44,0,Normal,,2025-04-18T22:09:45.913396,,,,
2019-02-28/09_18_38,0,Normal,,2025-04-18T22:10:10.314058,,,,
2019-03-01/07_16_29,0,Normal,,2025-04-18T22:11:18.480109,,,,
2019-03-01/07_22_36,0,Normal,,2025-04-18T22:11:42.157554,,,,
2019-03-01/07_28_18,0,Normal,,2025-04-18T22:12:17.090757,,,,
2019-03-01/07_36_24,0,Mechanical,,2025-04-18T22:13:07.210560,0,Actuator Controls,311183000,320631000
2019-03-01/07_45_27,0,Normal,,2025-04-18T22:13:30.714564,,,,
2019-03-01/07_51_58,0,Normal,,2025-04-18T22:13:52.392646,,,,
2019-03-01/07_59_35,0,Normal,,2025-04-18T22:14:12.165240,,,,
2019-03-01/08_06_54,0,Normal,,2025-04-18T22:14:54.278862,,,,
2019-03-04/07_27_08,0,Normal,,2025-04-18T22:15:32.279499,,,,
2019-03-04/07_34_50,0,Normal,,2025-04-18T22:15:50.085719,,,,
2019-03-04/07_38_42,0,Normal,,2025-04-18T22:16:16.598159,,,,
2019-03-04/07_46_06,0,Normal,,2025-04-18T22:16:32.323519,,,,
2019-03-04/07_56_51,0,Normal,,2025-04-18T22:17:19.425955,,,,
2019-03-04/07_58_23,0,Normal,,2025-04-18T22:17:56.529641,,,,
2019-03-04/08_02_19,0,Uncategorized,,2025-04-18T22:18:37.586942,,,,
2019-03-04/08_04_13,0,Altitude,,2025-04-18T22:19:51.785073,0,Position.Z,49254000,53239000
2019-03-04/08_04_13,0,Altitude,,2025-04-18T22:19:51.785073,1,Position.Z,62887000,66138000
2019-03-04/08_04_13,0,Altitude,,2025-04-18T22:19:51.785073,2,Position.Z,84281000,86693000
2019-03-04/08_04_13,0,Altitude,,2025-04-18T22:19:51.785073,3,Position.Z,110708000,112491000
2019-03-04/08_04_13,0,Altitude,,2025-04-18T22:19:51.785073,4,Position.Z,117525000,121091000
2019-03-04/08_07_05,0,Altitude,,2025-04-18T22:20:41.414963,0,Position.Z,187631000,189891000
2019-03-04/08_07_05,0,Altitude,,2025-04-18T22:20:41.414963,1,Position.Z,200798000,203451000
2019-03-04/08_07_05,0,Altitude,,2025-04-18T22:20:41.414963,2,Position.Z,225854000,229588000
2019-03-04/08_07_05,0,Altitude,,2025-04-18T22:20:41.414963,3,Position.Z,233813000,235582000
2019-03-04/08_10_05,0,Altitude,,2025-04-18T22:21:14.127420,0,Position.Z,77481000,81715000
2019-03-04/08_10_05,0,Altitude,,2025-04-18T22:21:14.127420,1,Position.Z,93710000,99073000
2019-03-04/08_10_05,0,Altitude,,2025-04-18T22:21:14.127420,2,Position.Z,107964000,113327000
2019-03-04/08_14_41,0,Altitude,,2025-04-18T22:21:36.674649,0,Position.Z,69069000,72835000
2019-03-04/08_14_41,0,Altitude,,2025-04-18T22:21:36.674649,1,Position.Z,76720000,79780000
2019-03-04/08_18_44,0,Altitude,,2025-04-18T22:22:03.124415,0,Position.Z,125849000,129426000
2019-03-04/08_18_44,0,Altitude,,2025-04-18T22:22:03.124415,1,Position.Z,150149000,157934000
2019-03-04/08_18_44,0,Altitude,,2025-04-18T22:22:03.124415,2,Position.Z,168242000,171293000
2019-03-04/08_18_44,0,Altitude,,2025-04-18T22:22:03.124415,3,Position.Z,186757000,193699000
2019-03-04/08_23_15,0,Altitude,,2025-04-18T22:22:35.480701,0,Position.Z,51642000,56219000
2019-03-04/08_23_15,0,Altitude,,2025-04-18T22:22:35.480701,1,Position.Z,61800000,66711000
2019-03-04/08_23_15,0,Altitude,,2025-04-18T22:22:35.480701,2,Position.Z,90263000,95956000
2019-03-04/08_23_15,0,Altitude,,2025-04-18T22:22:35.480701,3,Position.Z,106114000,109239000
2019-03-04/08_23_15,0,Altitude,,2025-04-18T22:22:35.480701,4,Position.Z,122299000,126317000
2019-03-04/08_23_15,0,Altitude,,2025-04-18T22:22:35.480701,5,Position.Z,142503000,146298000
2019-03-04/08_28_37,0,Altitude,,2025-04-18T22:22:56.342890,0,Position.Z,113313000,116667000
2019-03-04/08_28_37,0,Altitude,,2025-04-18T22:22:56.342890,1,Position.Z,135916000,138548000
2019-03-04/08_31_08,0,Altitude,,2025-04-18T22:23:19.941630,0,Position.Z,34529000,38977000
2019-03-04/08_31_08,0,Altitude,,2025-04-18T22:23:19.941630,1,Position.Z,50775000,54836000
2019-03-04/08_31_08,0,Altitude,,2025-04-18T22:23:19.941630,2,Position.Z,57608000,60638000
2019-03-04/08_31_08,0,Altitude,,2025-04-18T22:23:19.941630,3,Position.Z,82105000,86940000
2019-03-04/08_33_41,0,Altitude,,2025-04-18T22:23:53.702146,0,Position.Z,30901000,40445000
2019-03-04/08_33_41,0,Altitude,,2025-04-18T22:23:53.702146,1,Position.Z,48625000,53134000
2019-03-04/08_33_41,0,Altitude,,2025-04-18T22:23:53.702146,2,Position.Z,62048000,65719000
2019-03-04/08_33_41,0,Altitude,,2025-04-18T22:23:53.702146,3,Position.Z,83337000,86903000
2019-03-04/08_33_41,0,Altitude,,2025-04-18T22:23:53.702146,4,Position.Z,110289000,112281000
2019-03-04/08_33_41,0,Altitude,,2025-04-18T22:23:53.702146,5,Position.Z,117106000,121405000
2019-03-04/08_36_56,0,Altitude,,2025-04-18T22:24:10.624619,0,Position.Z,48091000,50544000
2019-03-04/08_36_56,0,Altitude,,2025-04-18T22:24:10.624619,1,Position.Z,63093000,66348000
2019-03-04/08_38_53,0,Altitude,,2025-04-18T22:24:41.910550,0,Position.Z,39302000,44100000
